DatetimeBegin,AirPollutionLevel
2013-04-26,0.1614035086753001
2013-04-27,0.11710526293729225
2013-04-28,0.027631578698095568
2013-04-29,0.027631578698095568
2013-04-30,0.027631578698095568
2013-05-01,0.007236841960716759
2013-05-02,0.005263157789612188
2013-05-03,0.002631578894806094
2013-05-04,0.003782894736941655
2013-05-05,0.0
2013-05-06,0.02960526286920014
2013-05-07,0.0416118421063582
2013-05-08,0.003947368342209141
2013-05-09,0.001260964710559499
2013-05-10,0.0
2013-05-11,0.0
2013-05-12,0.0
2013-05-13,0.0
2013-05-14,0.011842105026627423
2013-05-15,0.10339912260798419
2013-05-16,0.07631578946253462
2013-05-17,0.04333133965903504
2013-05-18,0.042105262922160665
2013-05-19,0.05169956130399209
2013-05-20,0.02434210507958795
2013-05-21,0.03026315789553324
2013-05-22,0.0
2013-05-23,0.021436403408458853
2013-05-24,0.0111842103029259
2013-05-25,0.017023026316237446
2013-05-26,0.007236841960716759
2013-05-27,0.06998355263342061
2013-05-28,0.09013157866026661
2013-05-29,0.09013157866026661
2013-05-30,0.09013157866026661
2013-05-31,0.061156798146346225
2013-06-01,0.01513157894776662
2013-06-02,0.0
2013-06-03,0.0
2013-06-04,0.0208059210531791
2013-06-05,0.10193905809478786
2013-06-06,0.09898574551576278
2013-06-07,0.0835526314232514
2013-06-08,0.08826754366021757
2013-06-09,0.0723684208176939
2013-06-10,0.056743421054124825
2013-06-11,0.05657894714622576
2013-06-12,0.054851973685654
2013-06-13,0.07039473664658934
2013-06-14,0.10276864025270444
2013-06-15,0.08552631559435596
2013-06-16,0.06998355263342061
2013-06-17,0.14210526304321328
2013-06-18,0.16518640341224175
2013-06-19,0.159868420885786
2013-06-20,0.1525767541882257
2013-06-21,0.12631578937174517
2013-06-22,0.11776315766099377
2013-06-23,0.12546600867435437
2013-06-24,0.0835526314232514
2013-06-25,0.04035087709316713
2013-06-26,0.05592105242252424
2013-06-27,0.06493969288328788
2013-06-28,0.10328947343692867
2013-06-29,0.10213815789742468
2013-06-30,0.10197368398952562
2013-07-01,0.13421052605616343
2013-07-02,0.1664473684254328
2013-07-03,0.17716556997834645
2013-07-04,0.11118421042397852
2013-07-05,0.06052631579106648
2013-07-06,0.0842105261469529
2013-07-07,0.0977247805025717
2013-07-08,0.13486842077986497
2013-07-09,0.17527412260987563
2013-07-10,0.14210526304321328
2013-07-11,0.1109649120818675
2013-07-12,0.11249999987138158
2013-07-13,0.1172697368451913
2013-07-14,0.12368421047693906
2013-07-15,0.16266447368849116
2013-07-16,0.1980263157683691
2013-07-17,0.20805921053179102
2013-07-18,0.19276315767612534
2013-07-19,0.18031798236000837
2013-07-20,0.17631578928095568
2013-07-21,0.28560855263909496
2013-07-22,0.2388157892431267
2013-07-23,0.29758771920519966
2013-07-24,0.2236842102953601
2013-07-25,0.24651864025648734
2013-07-26,0.26513157879645083
2013-07-27,0.2868695173496545
2013-07-28,0.24868421040128114
2013-07-29,0.2206688594531755
2013-07-30,0.2263157891901662
2013-07-31,0.21688596471623384
2013-08-01,0.29473684196828254
2013-08-02,0.3144736839819598
2013-08-03,0.20723684190019043
2013-08-04,0.23832236842732427
2013-08-05,0.26907894713865993
2013-08-06,0.2547149120856504
2013-08-07,0.2598684210068386
2013-08-08,0.2217105261242555
2013-08-09,0.2345394736903826
2013-08-10,0.20263157883427976
2013-08-11,0.21247258762401244
2013-08-12,0.243421052611669
2013-08-13,0.08459928213380524
2013-08-14,0.050657894632912044
2013-08-15,0.0416118421063582
2013-08-16,0.07763157890993767
2013-08-17,0.09205043839715922
2013-08-18,0.10592105263436634
2013-08-19,0.06557017523856765
2013-08-20,0.06578947358067867
2013-08-21,0.1324013157929579
2013-08-22,0.19407894712352838
2013-08-23,0.20679824551859996
2013-08-24,0.3328947368508656
2013-08-25,0.12924890341129602
2013-08-26,0.09799498722626301
2013-08-27,0.06809210526494978
2013-08-28,0.06776315775178324
2013-08-29,0.03467653498775465
2013-08-30,0.026973683974394043
2013-08-31,0.003782894736941655
2013-09-01,0.002631578894806094
2013-09-02,0.0006304823552797495
2013-09-03,0.025657894526990997
2013-09-04,0.10466008762117526
2013-09-05,0.18421052626800555
2013-09-06,0.009868420855522853
2013-09-07,0.009868420855522853
2013-09-08,0.0006304823552797495
2013-09-09,0.03576555018515173
2013-09-10,0.02395833313220943
2013-09-11,0.042105262922160665
2013-09-12,0.020175438395267774
2013-09-13,0.019736842013677286
2013-09-14,0.06493969288328788
2013-09-15,0.10460526288433171
2013-09-16,0.15446820155669652
2013-09-17,0.1651315786753982
2013-09-18,0.16518640341224175
2013-09-19,0.09911184210787136
2013-09-20,0.032154605264004064
2013-09-21,0.013157894474030471
2013-09-22,0.0
2013-09-23,0.011842105026627423
2013-09-24,0.25328947346719183
2013-09-25,0.19860197368943688
2013-09-26,0.0960526314762119
2013-09-27,0.10024671052895386
2013-09-28,0.13289473660876036
2013-09-29,0.14942434210919536
2013-09-30,0.15789473671468143
2013-10-01,0.12987938576657576
2013-10-02,0.24671052623017659
2013-10-03,0.5907620613181779
2013-10-04,0.2608395987305484
2013-10-05,0.07944078947577475
2013-10-06,0.04013157875105609
2013-10-07,0.12987938576657576
2013-10-08,0.09473684202880886
2013-10-09,0.11033442972658775
2013-10-10,0.1546052630961738
2013-10-11,0.12168311393741273
2013-10-12,0.13552631550356647
2013-10-13,0.12231359629269245
2013-10-14,0.14013157887210873
2013-10-15,0.1822094297284792
2013-10-16,0.14868421028022852
2013-10-17,0.07909688984418677
2013-10-18,0.08223684197584834
2013-10-19,0.18473135945222977
2013-10-20,0.07894736835734072
2013-10-21,0.10024671052895386
2013-10-22,0.26549043054646027
2013-10-23,0.15194627183294596
2013-10-24,0.08289473669954986
2013-10-25,0.15005482446447513
2013-10-26,0.11513157876618767
2013-10-27,0.16518640341224175
2013-10-28,0.2086896928870708
2013-10-29,0.09961622787104253
2013-10-30,0.027631578698095568
2013-10-31,0.03782894736941655
2013-11-01,0.098684210371018
2013-11-02,0.21058114025554162
2013-11-03,0.18947368405761772
2013-11-04,0.1304197992139584
2013-11-05,0.0
2013-11-06,0.0
2013-11-07,0.020706371000544906
2013-11-08,0.03404605263247489
2013-11-09,0.026315789250692518
2013-11-10,0.021052631461080332
2013-11-11,0.010718201552913637
2013-11-12,0.0032894736185076177
2013-11-13,0.01513157894776662
2013-11-14,0.0065789472370152355
2013-11-15,0.0
2013-11-16,0.008552631408119805
2013-11-17,0.03152412260609274
2013-11-18,0.1039473681606302
2013-11-19,0.12042214892422164
2013-11-20,0.1624999997805921
2013-11-21,0.19608004366305473
2013-11-22,0.0788434900678643
2013-11-23,0.0031524120790303264
2013-11-24,0.001315789447403047
2013-11-25,0.002521929723750577
2013-11-26,0.0006578947237015235
2013-11-27,0.001260964710559499
2013-11-28,0.02960526286920014
2013-11-29,0.047286184211770686
2013-11-30,0.03947368402735457
2013-12-01,0.010718201552913637
2013-12-02,0.005502392289618484
2013-12-03,0.07187500000189144
2013-12-04,0.0
2013-12-05,0.013870613934575542
2013-12-06,0.0
2013-12-07,0.0
2013-12-08,0.001315789447403047
2013-12-09,0.0031524120790303264
2013-12-10,0.1451255979248717
2013-12-11,0.49865430601312244
2013-12-12,0.10855263152917244
2013-12-13,0.11916118421366213
2013-12-14,0.09407894730510734
2013-12-15,0.1141173244635294
2013-12-16,0.14539473666172092
2013-12-17,0.35054824552238284
2013-12-18,0.5460526315670013
2013-12-19,0.2969572368499199
2013-12-20,0.17697368400465718
2013-12-21,0.17697368400465718
2013-12-22,0.17697368400465718
2013-12-23,0.17697368400465718
2013-12-24,0.17697368400465718
2013-12-25,0.1998629383999964
2013-12-26,0.15855263143838297
2013-12-27,0.16184210505689056
2013-12-28,0.13050986842448709
2013-12-29,0.026315789250692518
2013-12-30,0.019909972092629208
2013-12-31,0.1368421052536011
2014-01-01,0.15383771920141678
2014-01-02,0.20789473662389196
2014-01-03,0.195449561307775
2014-01-04,0.244736842059072
2014-01-05,0.18157894737319943
2014-01-06,0.1150000000030263
2014-01-07,0.009457236842354137
2014-01-08,0.0
2014-01-09,0.0
2014-01-10,0.0
2014-01-11,0.0
2014-01-12,0.0842105261469529
2014-01-13,0.0
2014-01-14,0.0
2014-01-15,0.0
2014-01-16,0.011842105026627423
2014-01-17,0.01576206130304637
2014-01-18,0.14802631555652698
2014-01-19,0.1273574560428252
2014-01-20,0.0111842103029259
2014-01-21,0.0
2014-01-22,0.0
2014-01-23,0.0
2014-01-24,0.17697368400465718
2014-01-25,0.0006304823552797495
2014-01-26,0.0348684209614439
2014-01-27,0.07187500000189144
2014-01-28,0.1309210524376558
2014-01-29,0.109703947371308
2014-01-30,0.13881578942470568
2014-01-31,0.10844298235811692
2014-02-01,0.07499999971249999
2014-02-02,0.003782894736941655
2014-02-03,0.1039473681606302
2014-02-04,0.09520285077882112
2014-02-05,0.1861842104391101
2014-02-06,0.10798444951599959
2014-02-07,0.11447368404248615
2014-02-08,0.12798793839810493
2014-02-09,0.12828947354284972
2014-02-10,0.11790021920047106
2014-02-11,0.06644736830438018
2014-02-12,0.04605263156700139
2014-02-13,0.11853070155575081
2014-02-14,0.09934210509471952
2014-02-15,0.12420504366116328
2014-02-16,0.017105263118871193
2014-02-17,0.004413377092221405
2014-02-18,0.1039473681606302
2014-02-19,0.025723684211203253
2014-02-20,0.06052631579106648
2014-02-21,0.06493969288328788
2014-02-22,0.017105263118871193
2014-02-23,0.0006304823552797495
2014-02-24,0.07302631554139542
2014-02-25,0.11222587709505857
2014-02-26,0.028289473421797093
2014-02-27,0.03719846471150522
2014-02-28,0.17828947345206023
2014-03-01,0.16833881579390364
2014-03-02,0.17828947345206023
2014-03-03,0.26205143513847506
2014-03-04,0.12368421047693906
2014-03-05,0.06872258762022954
2014-03-06,0.027631578698095568
2014-03-07,0.018283991026796946
2014-03-08,0.1276315788191482
2014-03-09,0.1273574560428252
2014-03-10,0.13552631550356647
2014-03-11,0.020175438395267774
2014-03-12,0.07697368418623615
2014-03-13,0.07697368418623615
2014-03-14,0.07697368418623615
2014-03-15,0.07697368418623615
2014-03-16,0.07697368418623615
2014-03-17,0.07697368418623615
2014-03-18,0.07697368418623615
2014-03-19,0.07697368418623615
2014-03-20,0.07697368418623615
2014-03-21,0.07697368418623615
2014-03-22,0.07697368418623615
2014-03-23,0.07697368418623615
2014-03-24,0.07697368418623615
2014-03-25,0.07697368418623615
2014-03-26,0.07697368418623615
2014-03-27,0.07697368418623615
2014-03-28,0.07697368418623615
2014-03-29,0.07697368418623615
2014-03-30,0.07697368418623615
2014-03-31,0.07697368418623615
2014-04-01,0.07697368418623615
2014-04-02,0.07697368418623615
2014-04-03,0.07697368418623615
2014-04-04,0.07697368418623615
2014-04-05,0.011348684210824965
2014-04-06,0.0
2014-04-07,0.03719846471150522
2014-04-08,0.0019736841711045705
2014-04-09,0.0
2014-04-10,0.005921052513313711
2014-04-11,0.00819627182916306
2014-04-12,0.004605263065910664
2014-04-13,0.0006304823552797495
2014-04-14,0.0019736841711045705
2014-04-15,0.002063396881633247
2014-04-16,0.002063396881633247
2014-04-17,0.002063396881633247
2014-04-18,0.002063396881633247
2014-04-19,0.002063396881633247
2014-04-20,0.002063396881633247
2014-04-21,0.002063396881633247
2014-04-22,0.002063396881633247
2014-04-23,0.002063396881633247
2014-04-24,0.04342105236956371
2014-04-25,0.10844298235811692
2014-04-26,0.049342105185509
2014-04-27,0.08574561393646699
2014-04-28,0.0960526314762119
2014-04-29,0.07817982446258367
2014-04-30,0.098684210371018
2014-05-01,0.12987938576657576
2014-05-02,0.02960526286920014
2014-05-03,0.010087719197633887
2014-05-04,0.0756578947388331
2014-05-05,0.15194627183294596
2014-05-06,0.15197368420136773
2014-05-07,0.10339912260798419
2014-05-08,0.0960526314762119
2014-05-09,0.09268092105507054
2014-05-10,0.12039473655579985
2014-05-11,0.15320723684613702
2014-05-12,0.07277568908086252
2014-05-13,0.020895989961076212
2014-05-14,0.009868420855522853
2014-05-15,0.0
2014-05-16,0.009210526131821328
2014-05-17,0.026973683974394043
2014-05-18,0.11853070155575081
2014-05-19,0.17828947345206023
2014-05-20,0.07840909088364234
2014-05-21,0.05502392319881642
2014-05-22,0.03026315789553324
2014-05-23,0.017105263118871193
2014-05-24,0.0
2014-05-25,0.0
2014-05-26,0.01576206130304637
2014-05-27,0.025657894526990997
2014-05-28,0.0031524120790303264
2014-05-29,0.005263157789612188
2014-05-30,0.0006304823552797495
2014-05-31,0.03618421040884695
2014-06-01,0.0
2014-06-02,0.005043859447501154
2014-06-03,0.0933114034103503
2014-06-04,0.09078947368659972
2014-06-05,0.03341556997456357
2014-06-06,0.110526315700277
2014-06-07,0.1317708331350466
2014-06-08,0.02960526286920014
2014-06-09,0.042872806816917707
2014-06-10,0.019736842013677286
2014-06-11,0.002521929723750577
2014-06-12,0.0
2014-06-13,0.013240131579295792
2014-06-14,0.0006578947237015235
2014-06-15,0.0
2014-06-16,0.002631578894806094
2014-06-17,0.00819627182916306
2014-06-18,0.01513157894776662
2014-06-19,0.030893640250812992
2014-06-20,0.037499999856249994
2014-06-21,0.056743421054124825
2014-06-22,0.04736842101440443
2014-06-23,0.07187500000189144
2014-06-24,0.1217105263058345
2014-06-25,0.09520285077882112
2014-06-26,0.1427631577669148
2014-06-27,0.1513157894776662
2014-06-28,0.17105263149134348
2014-06-29,0.1689692981491834
2014-06-30,0.12828947354284972
